招录机关名称	招录职位名称	招录职位编码	缴费状况（缴费人数与招录名额的比例区间）
成都市武侯区	综合执法（七）	26301147	≥ 5:1 且 < 30:1
成都市武侯区	综合执法（八）	26301148	≥ 5:1 且 < 30:1
成都市武侯区	市场执法（一）	26301149	≥ 5:1 且 < 30:1
成都市武侯区	市场执法（二）	26301150	≥ 5:1 且 < 30:1
成都市武侯区	应急执法	26301151	< 5:1
成都市成华区	执法岗位	26301160	≥ 5:1 且 < 30:1
成都市成华区	执法岗位	26301161	≥ 5:1 且 < 30:1
成都市成华区	执法岗位	26301162	≥ 5:1 且 < 30:1
成都市成华区	执法岗位	26301163	< 5:1
成都市成华区	执法岗位（一）	26301164	≥ 5:1 且 < 30:1
成都市成华区	执法岗位（二）	26301165	≥ 5:1 且 < 30:1
成都市成华区	执法岗位（三）	26301166	≥ 5:1 且 < 30:1
成都市成华区	执法岗位（四）	26301167	≥ 5:1 且 < 30:1
成都市龙泉驿区	执法监督	26301171	< 5:1
成都市龙泉驿区	综合执法	26301172	≥ 5:1 且 < 30:1
成都市龙泉驿区	执法财务	26301173	< 5:1
成都市龙泉驿区	知产保护	26301174	≥ 5:1 且 < 30:1
成都市龙泉驿区	综合执法	26301175	< 5:1
成都市龙泉驿区	执法财务	26301176	< 5:1
成都市青白江区	医疗执法	26301185	< 5:1
成都市青白江区	综合执法	26301186	< 5:1
成都市青白江区	综合执法	26301187	< 5:1
成都市新都区	执法监督	26301191	< 5:1
成都市新都区	城管执法	26301192	< 5:1
成都市新都区	综合执法（一）	26301193	≥ 5:1 且 < 30:1
成都市新都区	综合执法（二）	26301194	< 5:1
成都市温江区	行政执法（一）	26301204	< 5:1
成都市温江区	行政执法（二）	26301205	< 5:1
成都市温江区	安全监察	26301206	≥ 30:1 且 < 50:1
成都市温江区	行政执法（一）	26301207	< 5:1
成都市温江区	行政执法（二）	26301208	< 5:1
成都市温江区	审计法务	26301214	< 5:1
成都市温江区	应急管理	26301215	< 5:1
成都市温江区	卫生执法	26301216	< 5:1
成都市郫都区	行政执法	26301232	≥ 5:1 且 < 30:1
成都市郫都区	业务岗位	26301233	≥ 5:1 且 < 30:1
成都市郫都区	综合执法	26301234	< 5:1
成都市郫都区	综合执法	26301235	< 5:1
成都市郫都区	综合执法	26301236	< 5:1
成都市郫都区	综合执法	26301237	< 5:1
成都市郫都区	卫生执法	26301238	< 5:1
成都市郫都区	卫生执法	26301239	< 5:1
成都市新津区	综合执法（一）	26301240	< 5:1
成都市新津区	综合执法（二）	26301241	< 5:1
成都市新津区	综合执法	26301242	≥ 5:1 且 < 30:1
成都市新津区	综合执法	26301244	≥ 5:1 且 < 30:1
成都市新津区	综合执法（一）	26301246	< 5:1
成都市新津区	综合执法（二）	26301247	< 5:1
成都市新津区	综合执法（一）	26301248	< 5:1
成都市新津区	综合执法（二）	26301249	< 5:1
成都市新津区	综合执法	26301250	≥ 5:1 且 < 30:1
简阳市	行政执法（一）	26301260	< 5:1
简阳市	行政执法（二）	26301261	< 5:1
简阳市	行政执法	26301262	< 5:1
简阳市	行政执法	26301263	< 5:1
简阳市	行政执法（一）	26301264	< 5:1
简阳市	行政执法（二）	26301265	< 5:1
简阳市	行政执法	26301266	< 5:1
简阳市	行政执法（一）	26301267	< 5:1
简阳市	行政执法（二）	26301268	≥ 5:1 且 < 30:1
简阳市	行政执法（一）	26301269	< 5:1
简阳市	行政执法（二）	26301270	≥ 5:1 且 < 30:1
简阳市	行政执法	26301271	< 5:1
都江堰市	综合执法	26301290	≥ 5:1 且 < 30:1
都江堰市	综合执法	26301291	< 5:1
都江堰市	综合执法	26301292	< 5:1
都江堰市	综合执法	26301293	< 5:1
都江堰市	综合执法	26301294	< 5:1
都江堰市	综合执法	26301295	< 5:1
都江堰市	综合执法	26301296	< 5:1
彭州市	业务岗位（三）	26301304	≥ 5:1 且 < 30:1
彭州市	业务岗位（四）	26301305	< 5:1
彭州市	业务岗位（五）	26301306	< 5:1
彭州市	业务岗位（六）	26301307	< 5:1
彭州市	业务岗位（七）	26301308	< 5:1
邛崃市	旅游执法	26301317	< 5:1
邛崃市	行政执法	26301318	< 5:1
邛崃市	行政执法	26301319	< 5:1
邛崃市	行政执法	26301320	≥ 5:1 且 < 30:1
邛崃市	行政执法	26301321	< 5:1
邛崃市	行政执法	26301322	< 5:1
崇州市	行政执法（一）	26301341	< 5:1
崇州市	行政执法（二）	26301342	≥ 5:1 且 < 30:1
崇州市	行政执法	26301343	≥ 5:1 且 < 30:1
崇州市	行政执法（一）	26301344	< 5:1
崇州市	行政执法（二）	26301345	< 5:1
崇州市	行政执法（一）	26301346	≥ 5:1 且 < 30:1
崇州市	行政执法（二）	26301347	≥ 5:1 且 < 30:1
崇州市	行政执法（一）	26301348	≥ 5:1 且 < 30:1
崇州市	行政执法（二）	26301349	≥ 5:1 且 < 30:1
金堂县	城乡执法	26301356	< 5:1
金堂县	文旅执法	26301357	< 5:1
金堂县	住建执法（一）	26301358	< 5:1
金堂县	住建执法（二）	26301359	< 5:1
金堂县	交通执法（一）	26301360	< 5:1
金堂县	交通执法（二）	26301361	< 5:1
金堂县	农业执法（一）	26301362	< 5:1
金堂县	农业执法（二）	26301363	< 5:1
金堂县	卫健执法（一）	26301364	< 5:1
金堂县	卫健执法（二）	26301365	< 5:1
金堂县	应急执法（一）	26301366	< 5:1
金堂县	应急执法（二）	26301367	< 5:1
金堂县	市场执法（一）	26301368	< 5:1
金堂县	市场执法（二）	26301369	< 5:1
金堂县	综合执法（一）	26301370	< 5:1
金堂县	综合执法（二）	26301371	< 5:1
金堂县	淮州执法（一）	26301372	< 5:1
金堂县	淮州执法（二）	26301373	< 5:1
金堂县	基层执法（一）	26301374	< 5:1
金堂县	基层执法（二）	26301375	< 5:1
金堂县	基层执法（三）	26301376	< 5:1
金堂县	基层执法（四）	26301377	< 5:1
大邑县	综合执法	26301404	< 5:1
大邑县	综合执法（一）	26301405	< 5:1
大邑县	综合执法（二）	26301406	< 5:1
大邑县	综合执法	26301407	< 5:1
大邑县	食品安全监管	26301408	< 5:1
大邑县	特种设备安全监察	26301409	< 5:1
大邑县	执法财务	26301410	< 5:1
大邑县	应急执法（一）	26301411	< 5:1
大邑县	应急执法（二）	26301412	< 5:1
蒲江县	行政执法	26301416	< 5:1
蒲江县	行政执法	26301417	< 5:1
蒲江县	行政执法	26301418	< 5:1
蒲江县	行政执法（一）	26301419	< 5:1
蒲江县	行政执法（二）	26301420	< 5:1
蒲江县	行政执法（一）	26301421	< 5:1
蒲江县	行政执法（二）	26301422	< 5:1
自贡市市场监督管理局	工作人员	26302003	< 5:1
自贡市劳动保障监察支队	工作人员	26302012	< 5:1
自贡市卫生和计划生育监督执法支队	工作人员	26302013	< 5:1
自贡市应急管理综合行政执法支队	工作人员	26302016	< 5:1
自贡市生态环境保护综合行政执法系统	工作人员	26302017	< 5:1
自贡市生态环境保护综合行政执法系统	工作人员	26302018	< 5:1
沿滩生态环境保护综合行政执法大队	工作人员	26302019	< 5:1
自贡高新区	工作人员	26302021	< 5:1
自贡高新区	工作人员	26302022	< 5:1
自贡市自流井区	工作人员	26302026	< 5:1
自贡市自流井区	工作人员	26302027	< 5:1
自贡市自流井区	工作人员	26302028	< 5:1
自贡市自流井区	工作人员	26302029	< 5:1
自贡市自流井区	工作人员	26302030	< 5:1
自贡市自流井区	工作人员	26302031	< 5:1
自贡市自流井区	工作人员	26302036	< 5:1
自贡市自流井区	工作人员	26302037	< 5:1
自贡市自流井区	工作人员	26302038	< 5:1
自贡市自流井区	工作人员	26302039	< 5:1
自贡市自流井区	工作人员	26302044	< 5:1
自贡市自流井区	工作人员	26302045	< 5:1
自贡市自流井区	工作人员	26302046	< 5:1
自贡市贡井区	工作人员	26302059	< 5:1
自贡市贡井区	工作人员	26302060	< 5:1
自贡市贡井区	工作人员	26302061	< 5:1
自贡市贡井区	工作人员	26302062	< 5:1
自贡市贡井区	工作人员	26302063	≥ 5:1 且 < 30:1
自贡市贡井区	工作人员	26302064	< 5:1
自贡市贡井区	工作人员	26302065	< 5:1
自贡市贡井区	工作人员	26302066	< 5:1
自贡市贡井区	工作人员	26302067	< 5:1
自贡市贡井区	工作人员	26302068	< 5:1
自贡市贡井区	工作人员	26302069	< 5:1
自贡市贡井区	工作人员	26302070	< 5:1
自贡市贡井区	工作人员	26302071	< 5:1
自贡市贡井区	工作人员	26302072	< 5:1
自贡市贡井区	工作人员	26302073	< 5:1
自贡市贡井区	工作人员	26302074	< 5:1
自贡市大安区	工作人员	26302077	≥ 5:1 且 < 30:1
自贡市大安区	工作人员	26302080	< 5:1
自贡市大安区	工作人员	26302085	< 5:1
自贡市大安区	工作人员	26302086	< 5:1
自贡市大安区	工作人员	26302088	< 5:1
自贡市大安区	工作人员	26302089	< 5:1
自贡市大安区	工作人员	26302094	< 5:1
自贡市大安区	工作人员	26302095	< 5:1
自贡市大安区	工作人员	26302106	< 5:1
自贡市大安区	工作人员	26302107	< 5:1
自贡市大安区	工作人员	26302108	< 5:1
自贡市大安区	工作人员	26302109	< 5:1
自贡市大安区	工作人员	26302110	< 5:1
自贡市沿滩区	工作人员	26302119	< 5:1
自贡市沿滩区	工作人员	26302120	< 5:1
自贡市沿滩区	工作人员	26302121	< 5:1
自贡市沿滩区	工作人员	26302122	< 5:1
自贡市沿滩区	工作人员	26302123	< 5:1
自贡市沿滩区	工作人员	26302124	< 5:1
自贡市沿滩区	工作人员	26302125	< 5:1
荣县	工作人员	26302137	< 5:1
荣县	工作人员	26302142	< 5:1
荣县	工作人员	26302143	< 5:1
荣县	工作人员	26302152	< 5:1
荣县	工作人员	26302153	< 5:1
荣县	工作人员	26302154	< 5:1
荣县	工作人员	26302155	< 5:1
荣县	工作人员	26302156	< 5:1
荣县	工作人员	26302175	< 5:1
荣县	工作人员	26302176	< 5:1
荣县	工作人员	26302177	< 5:1
荣县	工作人员	26302178	< 5:1
荣县	工作人员	26302179	< 5:1
荣县	工作人员	26302180	< 5:1
荣县	工作人员	26302181	< 5:1
荣县	工作人员	26302182	< 5:1
富顺县	工作人员	26302189	< 5:1
富顺县	工作人员	26302190	< 5:1
富顺县	工作人员	26302191	< 5:1
富顺县	工作人员	26302194	< 5:1
富顺县	工作人员	26302195	< 5:1
富顺县	工作人员	26302196	< 5:1
富顺县	工作人员	26302197	< 5:1
富顺县	工作人员	26302199	< 5:1
富顺县	工作人员	26302200	< 5:1
富顺县	工作人员	26302202	< 5:1
富顺县	工作人员	26302203	< 5:1
富顺县	工作人员	26302204	< 5:1
富顺县	工作人员	26302223	< 5:1
富顺县	工作人员	26302224	< 5:1
攀枝花市生态环境局	生态环境保护综合执法	26303011	≥ 5:1 且 < 30:1
攀枝花市应急管理局	非煤矿山类执法	26303021	< 5:1
攀枝花市应急管理局	工贸、危化类执法	26303022	≥ 5:1 且 < 30:1
攀枝花市东区	市场监管（一）	26303032	< 5:1
攀枝花市东区	市场监管（二）	26303033	< 5:1
攀枝花市东区	城市管理	26303037	< 5:1
攀枝花市东区	综合执法	26303038	< 5:1
攀枝花市东区	安全生产监管	26303039	< 5:1
攀枝花市西区	安全生产监管	26303050	< 5:1
攀枝花市西区	市场监督管理（一）	26303053	< 5:1
攀枝花市西区	市场监督管理（二）	26303054	< 5:1
攀枝花市仁和区	市场监督管理	26303059	< 5:1
攀枝花市仁和区	市场监督管理	26303060	< 5:1
攀枝花市仁和区	市场监管综合执法	26303063	< 5:1
攀枝花市仁和区	市场监管综合执法	26303064	< 5:1
攀枝花市仁和区	安全生产监察执法	26303067	< 5:1
攀枝花市仁和区	安全生产监察执法	26303068	< 5:1
攀枝花市仁和区	文化市场综合执法	26303069	< 5:1
攀枝花市仁和区	城市管理综合执法	26303070	< 5:1
攀枝花市仁和区	农业综合执法	26303071	≥ 5:1 且 < 30:1
攀枝花市仁和区	交通运输综合执法	26303072	< 5:1
米易县	执法监督	26303091	< 5:1
米易县	执法监督	26303092	< 5:1
米易县	执法监督	26303093	< 5:1
米易县	执法监督	26303094	< 5:1
米易县	执法监督	26303095	< 5:1
米易县	执法监督	26303096	< 5:1
盐边县	交通执法	26303108	< 5:1
盐边县	安监执法	26303109	< 5:1
盐边县	林业执法	26303110	< 5:1
盐边县	市监执法	26303111	< 5:1
盐边县	城管执法	26303112	< 5:1
泸州市江阳区	工作人员	26304002	≥ 5:1 且 < 30:1
泸州市江阳区	工作人员	26304003	≥ 5:1 且 < 30:1
泸县	工作人员	26304023	< 5:1
泸县	工作人员	26304024	< 5:1
叙永县	工作人员	26304061	< 5:1
叙永县	工作人员	26304062	< 5:1
叙永县	工作人员	26304063	< 5:1
古蔺县	工作人员	26304082	< 5:1
古蔺县	工作人员	26304083	< 5:1
古蔺县	工作人员	26304084	< 5:1
古蔺县	工作人员	26304085	< 5:1
德阳市文化市场综合行政执法支队（一）	工作人员	26305007	< 5:1
德阳市文化市场综合行政执法支队（二）	工作人员	26305008	≥ 5:1 且 < 30:1
德阳市生态环境保护综合行政执法支队（一）	工作人员	26305013	< 5:1
德阳市生态环境保护综合行政执法支队（二）	工作人员	26305014	< 5:1
德阳市旌阳生态环境保护综合行政执法大队	工作人员	26305015	< 5:1
德阳市广汉生态环境保护综合行政执法大队	工作人员	26305016	< 5:1
德阳市派驻县级生态环境保护综合行政执法大队（一）	工作人员	26305017	≥ 5:1 且 < 30:1
德阳市派驻县级生态环境保护综合行政执法大队（二）	工作人员	26305018	< 5:1
德阳市派驻县级生态环境保护综合行政执法大队（三）	工作人员	26305019	< 5:1
德阳市派驻县级生态环境保护综合行政执法大队（四）	工作人员	26305020	< 5:1
德阳市应急管理综合行政执法支队（一）	工作人员	26305024	< 5:1
德阳市应急管理综合行政执法支队（二）	工作人员	26305025	≥ 5:1 且 < 30:1
德阳市旌阳区	行政执法	26305034	< 5:1
德阳市旌阳区	行政执法	26305035	< 5:1
德阳市旌阳区	行政执法	26305039	≥ 5:1 且 < 30:1
德阳市旌阳区	行政执法	26305040	≥ 5:1 且 < 30:1
德阳市旌阳区	综合管理	26305045	< 5:1
德阳市旌阳区	综合管理	26305046	< 5:1
德阳市旌阳区	行政执法	26305047	≥ 5:1 且 < 30:1
德阳市旌阳区	行政执法	26305048	< 5:1
德阳市旌阳区	行政执法	26305049	< 5:1
德阳市罗江区	业务岗位	26305078	< 5:1
德阳市罗江区	业务岗位	26305079	< 5:1
德阳市罗江区	业务岗位	26305084	< 5:1
德阳市罗江区	业务岗位	26305085	< 5:1
广汉市	工作人员	26305097	≥ 5:1 且 < 30:1
广汉市	工作人员	26305098	≥ 5:1 且 < 30:1
广汉市	工作人员	26305099	≥ 5:1 且 < 30:1
广汉市	工作人员	26305100	< 5:1
广汉市	工作人员	26305104	≥ 5:1 且 < 30:1
广汉市	工作人员	26305105	< 5:1
广汉市	工作人员	26305106	≥ 5:1 且 < 30:1
广汉市	工作人员	26305109	< 5:1
广汉市	工作人员	26305110	< 5:1
什邡市	工作人员	26305125	< 5:1
什邡市	工作人员	26305126	< 5:1
什邡市	工作人员	26305127	< 5:1
什邡市	工作人员	26305128	< 5:1
什邡市	工作人员	26305129	< 5:1
什邡市	工作人员	26305130	< 5:1
什邡市	工作人员	26305131	< 5:1
什邡市	工作人员	26305132	< 5:1
什邡市	工作人员	26305133	≥ 5:1 且 < 30:1
什邡市	工作人员	26305134	< 5:1
什邡市	工作人员	26305135	< 5:1
什邡市	工作人员	26305137	< 5:1
什邡市	工作人员	26305138	< 5:1
什邡市	工作人员	26305139	< 5:1
什邡市	工作人员	26305140	< 5:1
什邡市	工作人员	26305141	< 5:1
什邡市	工作人员	26305142	≥ 5:1 且 < 30:1
绵竹市	执法岗位	26305152	≥ 5:1 且 < 30:1
中江县	市场监管执法	26305172	< 5:1
中江县	市场监管执法	26305173	< 5:1
中江县	市场监管执法	26305174	< 5:1
中江县	综合执法	26305181	< 5:1
绵阳市安州区	市场监督管理	26306005	≥ 5:1 且 < 30:1
绵阳市安州区	市场监督管理	26306006	≥ 5:1 且 < 30:1
三台县	基层监督管理	26306025	< 5:1
三台县	基层监督管理	26306026	< 5:1
三台县	基层监督管理	26306027	< 5:1
三台县	基层监督管理	26306028	< 5:1
三台县	基层监督管理	26306029	< 5:1
三台县	公路管理	26306041	< 5:1
梓潼县	行政执法	26306047	< 5:1
梓潼县	行政执法	26306051	< 5:1
盐亭县	行政服务	26306067	< 5:1
盐亭县	行政服务	26306069	< 5:1
盐亭县	行政执法	26306080	< 5:1
盐亭县	行政执法	26306081	< 5:1
盐亭县	监督执法	26306082	< 5:1
盐亭县	监督执法	26306083	< 5:1
盐亭县	交通执法	26306085	< 5:1
盐亭县	交通执法	26306086	< 5:1
盐亭县	农业执法	26306088	≥ 5:1 且 < 30:1
盐亭县	监察执法	26306091	< 5:1
盐亭县	国土资源执法	26306092	< 5:1
盐亭县	文化市场执法	26306093	< 5:1
北川羌族自治县	执法岗位	26306095	< 5:1
北川羌族自治县	执法岗位	26306096	< 5:1
北川羌族自治县	执法岗位	26306097	< 5:1
北川羌族自治县	执法岗位	26306098	< 5:1
北川羌族自治县	执法岗位	26306099	< 5:1
北川羌族自治县	执法岗位	26306100	< 5:1
北川羌族自治县	执法岗位	26306101	< 5:1
北川羌族自治县	执法岗位	26306102	< 5:1
北川羌族自治县	执法岗位	26306103	< 5:1
平武县	执法岗位	26306110	< 5:1
平武县	执法岗位	26306111	< 5:1
平武县	执法岗位	26306112	< 5:1
广元市卫生健康委员会	综合执法	26307004	< 5:1
广元市市场监督管理局	综合执法	26307005	< 5:1
广元市市场监督管理局	综合执法	26307006	< 5:1
广元市交通运输局	综合执法	26307007	< 5:1
广元市交通运输局	综合执法	26307008	≥ 5:1 且 < 30:1
广元市交通运输局	综合执法	26307009	< 5:1
广元市生态环境局	综合执法	26307012	< 5:1
广元市生态环境局	综合执法	26307013	< 5:1
广元市自然资源局	综合执法	26307014	≥ 5:1 且 < 30:1
广元市自然资源局	综合执法	26307015	< 5:1
广元市自然资源局	综合执法	26307016	< 5:1
广元市城管执法局	综合执法	26307017	≥ 5:1 且 < 30:1
广元市城管执法局	综合执法	26307018	≥ 5:1 且 < 30:1
广元市城管执法局	综合执法	26307019	< 5:1
